adm_0_name,adm_1_name,adm_2_name,full_name,ISO_A0,FAO_GAUL_code,RNE_iso_code,IBGE_code,calendar_start_date,calendar_end_date,Year,dengue_total,case_definition_standardised,S_res,T_res,UUID,region
NEPAL,NA,SYANGJA,"NEPAL, SYANGJA",NPL,22364,NPL,NA,2016-01-01,2016-12-31,2016,1,Total,Admin1,Year,MOH-NPL-2016-Y01-00,SEARO
NEPAL,NA,DHADING,"NEPAL, DHADING",NPL,22353,NPL,NA,2016-01-01,2016-12-31,2016,4,Total,Admin1,Year,MOH-NPL-2016-Y01-00,SEARO
NEPAL,NA,BARA,"NEPAL, BARA",NPL,22353,NPL,NA,2016-01-01,2016-12-31,2016,4,Total,Admin1,Year,MOH-NPL-2016-Y01-00,SEARO
NEPAL,NA,DANG,"NEPAL, DANG",NPL,22360,NPL,NA,2016-01-01,2016-12-31,2016,8,Total,Admin1,Year,MOH-NPL-2016-Y01-00,SEARO
NEPAL,NA,RUKUM,"NEPAL, RUKUM",NPL,22360,NPL,NA,2016-01-01,2016-12-31,2016,1,Total,Admin1,Year,MOH-NPL-2016-Y01-00,SEARO
NEPAL,NA,KANCHANPUR,"NEPAL, KANCHANPUR",NPL,22358,NPL,NA,2016-01-01,2016-12-31,2016,2,Total,Admin1,Year,MOH-NPL-2016-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2005-01-01,2005-12-31,2005,0,Total,Admin0,Year,WHOSEARO-ALL-19852009-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2006-01-01,2006-12-31,2006,32,Confirmed,Admin0,Year,MOH-NPL-20062014-Y03-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2007-01-01,2007-12-31,2007,27,Confirmed,Admin0,Year,MOH-NPL-20062014-Y03-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2008-01-01,2008-12-31,2008,10,Confirmed,Admin0,Year,MOH-NPL-20062014-Y03-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2009-01-01,2009-12-31,2009,30,Confirmed,Admin0,Year,MOH-NPL-20062014-Y03-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2010-01-01,2010-12-31,2010,917,Confirmed,Admin0,Year,MOH-NPL-20062014-Y03-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2011-01-01,2011-12-31,2011,79,Confirmed,Admin0,Year,MOH-NPL-20062014-Y03-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2012-01-01,2012-12-31,2012,183,Confirmed,Admin0,Year,MOH-NPL-20062014-Y03-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2013-01-01,2013-12-31,2013,642,Confirmed,Admin0,Year,MOH-NPL-20062014-Y03-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2014-01-01,2014-12-31,2014,356,Confirmed,Admin0,Year,MOH-NPL-20062014-Y03-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2015-01-01,2015-12-31,2015,26,Confirmed,Admin0,Year,LITERATURE-NPL-20062016-Y01-00,SEARO
NEPAL,NA,BARDIYA,"NEPAL, BARDIYA",NPL,22360,NPL,NA,2016-01-01,2016-12-31,2016,25,Total,Admin1,Year,MOH-NPL-2016-Y01-00,SEARO
NEPAL,NA,BAITADI,"NEPAL, BAITADI",NPL,22358,NPL,NA,2016-01-01,2016-12-31,2016,1,Total,Admin1,Year,MOH-NPL-2016-Y01-00,SEARO
NEPAL,NA,KAILALI,"NEPAL, KAILALI",NPL,22361,NPL,NA,2016-01-01,2016-12-31,2016,14,Total,Admin1,Year,MOH-NPL-2016-Y01-00,SEARO
NEPAL,NA,SURKHET,"NEPAL, SURKHET",NPL,22360,NPL,NA,2016-01-01,2016-12-31,2016,22,Total,Admin1,Year,MOH-NPL-2016-Y01-00,SEARO
NEPAL,NA,MAKAWANPUR,"NEPAL, MAKAWANPUR",NPL,22353,NPL,NA,2016-01-01,2016-12-31,2016,82,Total,Admin1,Year,MOH-NPL-2016-Y01-00,SEARO
NEPAL,NA,CHITWAN,"NEPAL, CHITWAN",NPL,22353,NPL,NA,2016-01-01,2016-12-31,2016,687,Total,Admin1,Year,MOH-NPL-2016-Y01-00,SEARO
NEPAL,NA,BANKE,"NEPAL, BANKE",NPL,22360,NPL,NA,2016-01-01,2016-12-31,2016,37,Total,Admin1,Year,MOH-NPL-2016-Y01-00,SEARO
NEPAL,NA,SARLAHI,"NEPAL, SARLAHI",NPL,22353,NPL,NA,2016-01-01,2016-12-31,2016,24,Total,Admin1,Year,MOH-NPL-2016-Y01-00,SEARO
NEPAL,NA,PYUTHAN,"NEPAL, PYUTHAN",NPL,22360,NPL,NA,2016-01-01,2016-12-31,2016,1,Total,Admin1,Year,MOH-NPL-2016-Y01-00,SEARO
NEPAL,NA,MORANG,"NEPAL, MORANG",NPL,22354,NPL,NA,2016-01-01,2016-12-31,2016,9,Total,Admin1,Year,MOH-NPL-2016-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2018-05-01,2018-05-31,2018,1,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2018-06-01,2018-06-30,2018,7,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2018-07-01,2018-07-31,2018,15,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2018-08-01,2018-08-31,2018,34,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2018-09-01,2018-09-30,2018,30,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2018-10-01,2018-10-31,2018,21,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,RUPANDEHI,"NEPAL, RUPANDEHI",NPL,22364,NPL,NA,2016-01-01,2016-12-31,2016,164,Total,Admin1,Year,MOH-NPL-2016-Y01-00,SEARO
NEPAL,NA,JHAPA,"NEPAL, JHAPA",NPL,22354,NPL,NA,2016-01-01,2016-12-31,2016,405,Total,Admin1,Year,MOH-NPL-2016-Y01-00,SEARO
NEPAL,NA,KALIKOT,"NEPAL, KALIKOT",NPL,22359,NPL,NA,2016-01-01,2016-12-31,2016,1,Total,Admin1,Year,MOH-NPL-2016-Y01-00,SEARO
NEPAL,NA,SUNSARI,"NEPAL, SUNSARI",NPL,22354,NPL,NA,2016-01-01,2016-12-31,2016,4,Total,Admin1,Year,MOH-NPL-2016-Y01-00,SEARO
NEPAL,NA,NAWALPARASI,"NEPAL, NAWALPARASI",NPL,22364,NPL,NA,2016-01-01,2016-12-31,2016,3,Total,Admin1,Year,MOH-NPL-2016-Y01-00,SEARO
NEPAL,NA,PARSA,"NEPAL, PARSA",NPL,22353,NPL,NA,2016-01-01,2016-12-31,2016,7,Total,Admin1,Year,MOH-NPL-2016-Y01-00,SEARO
NEPAL,NA,SAPTARI,"NEPAL, SAPTARI",NPL,22354,NPL,NA,2016-01-01,2016-12-31,2016,1,Total,Admin1,Year,MOH-NPL-2016-Y01-00,SEARO
NEPAL,NA,KAVRE,"NEPAL, KAVRE",NPL,22353,NPL,NA,2016-01-01,2016-12-31,2016,2,Total,Admin1,Year,MOH-NPL-2016-Y01-00,SEARO
NEPAL,NA,BAGLUNG,"NEPAL, BAGLUNG",NPL,22360,NPL,NA,2016-01-01,2016-12-31,2016,1,Total,Admin1,Year,MOH-NPL-2016-Y01-00,SEARO
NEPAL,NA,KASKI,"NEPAL, KASKI",NPL,22362,NPL,NA,2016-01-01,2016-12-31,2016,1,Total,Admin1,Year,MOH-NPL-2016-Y01-00,SEARO
NEPAL,NA,MAHOTTARI,"NEPAL, MAHOTTARI",NPL,22352,NPL,NA,2016-01-01,2016-12-31,2016,3,Total,Admin1,Year,MOH-NPL-2016-Y01-00,SEARO
NEPAL,NA,KAPILVASTU,"NEPAL, KAPILVASTU",NPL,22360,NPL,NA,2016-01-01,2016-12-31,2016,3,Total,Admin1,Year,MOH-NPL-2016-Y01-00,SEARO
NEPAL,NA,LALITPUR,"NEPAL, LALITPUR",NPL,22351,NPL,NA,2016-01-01,2016-12-31,2016,1,Total,Admin1,Year,MOH-NPL-2016-Y01-00,SEARO
NEPAL,NA,KATHMANDU,"NEPAL, KATHMANDU",NPL,22351,NPL,NA,2016-01-01,2016-12-31,2016,5,Total,Admin1,Year,MOH-NPL-2016-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2016-01-01,2016-12-31,2016,1523,Total,Admin0,Year,MOH-NPL-2016-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2016-09-01,2016-09-30,2016,2,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2016-11-01,2016-11-30,2016,442,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2016-12-01,2016-12-31,2016,10,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2017-01-01,2017-01-31,2017,3,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2017-02-01,2017-02-28,2017,0,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2017-03-01,2017-03-31,2017,0,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2017-04-01,2017-04-30,2017,0,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2017-05-01,2017-05-31,2017,2,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2017-06-01,2017-06-30,2017,3,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2017-07-01,2017-07-31,2017,1,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2017-08-01,2017-08-31,2017,9,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2017-09-01,2017-09-30,2017,17,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2017-10-01,2017-10-31,2017,32,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2017-11-01,2017-11-30,2017,11,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2017-12-01,2017-12-31,2017,19,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2018-01-01,2018-01-31,2018,3,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2018-02-01,2018-02-28,2018,3,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2018-03-01,2018-03-31,2018,1,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2018-04-01,2018-04-30,2018,0,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-04-11,2021-04-17,2021,8,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-04-18,2021-04-24,2021,2,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-04-25,2021-05-01,2021,1,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-05-01,2021-05-31,2021,4,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-05-02,2021-05-08,2021,1,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-05-23,2021-05-29,2021,4,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-05-30,2021-06-05,2021,1,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-06-01,2021-06-30,2021,3,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-06-13,2021-06-19,2021,2,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-06-20,2021-06-26,2021,2,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-06-27,2021-07-03,2021,18,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-07-01,2021-07-31,2021,42,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-07-04,2021-07-10,2021,1,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-07-11,2021-07-17,2021,1,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-07-18,2021-07-24,2021,11,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-07-25,2021-07-31,2021,17,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-08-01,2021-08-07,2021,17,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-08-08,2021-08-14,2021,11,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-08-15,2021-08-21,2021,14,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-08-22,2021-08-28,2021,15,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-08-29,2021-09-04,2021,17,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-09-01,2021-09-30,2021,81,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-09-05,2021-09-11,2021,18,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-09-12,2021-09-18,2021,36,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-09-19,2021-09-25,2021,10,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-09-26,2021-10-02,2021,14,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-10-01,2021-10-31,2021,66,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-10-03,2021-10-09,2021,11,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-10-10,2021-10-16,2021,16,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-10-17,2021-10-23,2021,12,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-10-24,2021-10-30,2021,14,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-10-31,2021-11-06,2021,10,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-11-01,2021-11-30,2021,57,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-11-07,2021-11-13,2021,4,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-11-14,2021-11-20,2021,9,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-11-21,2021-11-27,2021,6,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-11-28,2021-12-04,2021,4,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-12-01,2021-12-31,2021,20,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-12-05,2021-12-11,2021,7,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-12-12,2021-12-18,2021,7,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-12-19,2021-12-25,2021,4,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2021-12-26,2022-01-01,2021,1,Total,Admin0,Week,MOH-NPL-2021-Y02-00,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2022-01-01,2022-01-31,2022,10,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,SUDURPASCHIM PROVINCE,ACHHAM,"NEPAL, SUDURPASCHIM PROVINCE, ACHHAM",NPL,22357,NP-MA,NA,2022-01-01,2022-01-31,2022,0,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,LUMBINI PROVINCE,ARGHAKHANCHI,"NEPAL, LUMBINI PROVINCE, ARGHAKHANCHI",NPL,22364,NP-LU,NA,2022-01-01,2022-01-31,2022,0,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,GANDAKI PROVINCE,BAGLUNG,"NEPAL, GANDAKI PROVINCE, BAGLUNG",NPL,22363,NP-GA,NA,2022-01-01,2022-01-31,2022,0,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,SUDURPASCHIM PROVINCE,BAITADI,"NEPAL, SUDURPASCHIM PROVINCE, BAITADI",NPL,22357,NP-MA,NA,2022-01-01,2022-01-31,2022,0,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,SUDURPASCHIM PROVINCE,BAJHANG,"NEPAL, SUDURPASCHIM PROVINCE, BAJHANG",NPL,22357,NP-MA,NA,2022-01-01,2022-01-31,2022,1,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,SUDURPASCHIM PROVINCE,BAJURA,"NEPAL, SUDURPASCHIM PROVINCE, BAJURA",NPL,22357,NP-MA,NA,2022-01-01,2022-01-31,2022,0,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,LUMBINI PROVINCE,BANKE,"NEPAL, LUMBINI PROVINCE, BANKE",NPL,22364,NP-LU,NA,2022-01-01,2022-01-31,2022,0,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,MADHESH PROVINCE,BARA,"NEPAL, MADHESH PROVINCE, BARA",NPL,22352,NP-JA,NA,2022-01-01,2022-01-31,2022,1,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,LUMBINI PROVINCE,BARDIYA,"NEPAL, LUMBINI PROVINCE, BARDIYA",NPL,22364,NP-LU,NA,2022-01-01,2022-01-31,2022,0,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,BAGMATI PROVINCE,BHAKTAPUR,"NEPAL, BAGMATI PROVINCE, BHAKTAPUR",NPL,22351,NP-BA,NA,2022-01-01,2022-01-31,2022,0,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,KOSHI PROVINCE,BHOJPUR,"NEPAL, KOSHI PROVINCE, BHOJPUR",NPL,22354,NP-KO,NA,2022-01-01,2022-01-31,2022,0,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,BAGMATI PROVINCE,CHITAWAN,"NEPAL, BAGMATI PROVINCE, CHITAWAN",NPL,22351,NP-BA,NA,2022-01-01,2022-01-31,2022,0,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,SUDURPASCHIM PROVINCE,DADELDHURA,"NEPAL, SUDURPASCHIM PROVINCE, DADELDHURA",NPL,22357,NP-MA,NA,2022-01-01,2022-01-31,2022,0,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,KARNALI PROVINCE,DAILEKH,"NEPAL, KARNALI PROVINCE, DAILEKH",NPL,22359,NP-KA,NA,2022-01-01,2022-01-31,2022,0,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,LUMBINI PROVINCE,DANG,"NEPAL, LUMBINI PROVINCE, DANG",NPL,22364,NP-LU,NA,2022-01-01,2022-01-31,2022,0,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,SUDURPASCHIM PROVINCE,DARCHULA,"NEPAL, SUDURPASCHIM PROVINCE, DARCHULA",NPL,22357,NP-MA,NA,2022-01-01,2022-01-31,2022,0,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,BAGMATI PROVINCE,DHADING,"NEPAL, BAGMATI PROVINCE, DHADING",NPL,22351,NP-BA,NA,2022-01-01,2022-01-31,2022,0,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,KOSHI PROVINCE,DHANKUTA,"NEPAL, KOSHI PROVINCE, DHANKUTA",NPL,22354,NP-KO,NA,2022-01-01,2022-01-31,2022,0,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,MADHESH PROVINCE,DHANUSA,"NEPAL, MADHESH PROVINCE, DHANUSA",NPL,22352,NP-JA,NA,2022-01-01,2022-01-31,2022,0,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,BAGMATI PROVINCE,DOLAKHA,"NEPAL, BAGMATI PROVINCE, DOLAKHA",NPL,22351,NP-BA,NA,2022-01-01,2022-01-31,2022,0,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,KARNALI PROVINCE,DOLPA,"NEPAL, KARNALI PROVINCE, DOLPA",NPL,22359,NP-KA,NA,2022-01-01,2022-01-31,2022,0,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,SUDURPASCHIM PROVINCE,DOTI,"NEPAL, SUDURPASCHIM PROVINCE, DOTI",NPL,22357,NP-MA,NA,2022-01-01,2022-01-31,2022,0,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,GANDAKI PROVINCE,GORKHA,"NEPAL, GANDAKI PROVINCE, GORKHA",NPL,22363,NP-GA,NA,2022-01-01,2022-01-31,2022,0,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,LUMBINI PROVINCE,GULMI,"NEPAL, LUMBINI PROVINCE, GULMI",NPL,22364,NP-LU,NA,2022-01-01,2022-01-31,2022,0,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,KARNALI PROVINCE,HUMLA,"NEPAL, KARNALI PROVINCE, HUMLA",NPL,22359,NP-KA,NA,2022-01-01,2022-01-31,2022,0,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,KOSHI PROVINCE,ILAM,"NEPAL, KOSHI PROVINCE, ILAM",NPL,22354,NP-KO,NA,2022-01-01,2022-01-31,2022,0,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,KARNALI PROVINCE,JAJARKOT,"NEPAL, KARNALI PROVINCE, JAJARKOT",NPL,22359,NP-KA,NA,2022-01-01,2022-01-31,2022,0,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,KOSHI PROVINCE,JHAPA,"NEPAL, KOSHI PROVINCE, JHAPA",NPL,22354,NP-KO,NA,2022-01-01,2022-01-31,2022,1,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,KARNALI PROVINCE,JUMLA,"NEPAL, KARNALI PROVINCE, JUMLA",NPL,22359,NP-KA,NA,2022-01-01,2022-01-31,2022,1,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,SUDURPASCHIM PROVINCE,KAILALI,"NEPAL, SUDURPASCHIM PROVINCE, KAILALI",NPL,22357,NP-MA,NA,2022-01-01,2022-01-31,2022,2,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,KARNALI PROVINCE,KALIKOT,"NEPAL, KARNALI PROVINCE, KALIKOT",NPL,22359,NP-KA,NA,2022-01-01,2022-01-31,2022,0,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,SUDURPASCHIM PROVINCE,KANCHANPUR,"NEPAL, SUDURPASCHIM PROVINCE, KANCHANPUR",NPL,22357,NP-MA,NA,2022-01-01,2022-01-31,2022,2,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,LUMBINI PROVINCE,KAPILBASTU,"NEPAL, LUMBINI PROVINCE, KAPILBASTU",NPL,22364,NP-LU,NA,2022-01-01,2022-01-31,2022,0,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,GANDAKI PROVINCE,KASKI,"NEPAL, GANDAKI PROVINCE, KASKI",NPL,22363,NP-GA,NA,2022-01-01,2022-01-31,2022,0,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
NEPAL,BAGMATI PROVINCE,KATHMANDU,"NEPAL, BAGMATI PROVINCE, KATHMANDU",NPL,22351,NP-BA,NA,2022-01-01,2022-01-31,2022,0,Total,Admin2,Month,MOH-NPL-2022-Y04-00,SEARO
