adm_0_name,adm_1_name,adm_2_name,full_name,ISO_A0,FAO_GAUL_code,RNE_iso_code,IBGE_code,calendar_start_date,calendar_end_date,Year,dengue_total,case_definition_standardised,S_res,T_res,UUID,region
NEPAL,KOSHI PROVINCE,BHOJPUR,"NEPAL, KOSHI PROVINCE, BHOJPUR",NPL,22354,NP-KO,NA,2023-04-01,2023-04-30,2023,1,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,KOSHI PROVINCE,DHANKUTA,"NEPAL, KOSHI PROVINCE, DHANKUTA",NPL,22354,NP-KO,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,KOSHI PROVINCE,TERHATHUM,"NEPAL, KOSHI PROVINCE, TERHATHUM",NPL,22354,NP-KO,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,KOSHI PROVINCE,PANCHTHAR,"NEPAL, KOSHI PROVINCE, PANCHTHAR",NPL,22354,NP-KO,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,KOSHI PROVINCE,ILAM,"NEPAL, KOSHI PROVINCE, ILAM",NPL,22354,NP-KO,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,KOSHI PROVINCE,JHAPA,"NEPAL, KOSHI PROVINCE, JHAPA",NPL,22354,NP-KO,NA,2023-04-01,2023-04-30,2023,3,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,KOSHI PROVINCE,MORANG,"NEPAL, KOSHI PROVINCE, MORANG",NPL,22354,NP-KO,NA,2023-04-01,2023-04-30,2023,3,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,KOSHI PROVINCE,SUNSARI,"NEPAL, KOSHI PROVINCE, SUNSARI",NPL,22354,NP-KO,NA,2023-04-01,2023-04-30,2023,1,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,KOSHI PROVINCE,UDAYAPUR,"NEPAL, KOSHI PROVINCE, UDAYAPUR",NPL,22354,NP-KO,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,MADHESH PROVINCE,SAPTARI,"NEPAL, MADHESH PROVINCE, SAPTARI",NPL,22352,NP-JA,NA,2023-04-01,2023-04-30,2023,1,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,MADHESH PROVINCE,SIRAHA,"NEPAL, MADHESH PROVINCE, SIRAHA",NPL,22352,NP-JA,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,MADHESH PROVINCE,DHANUSA,"NEPAL, MADHESH PROVINCE, DHANUSA",NPL,22352,NP-JA,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,MADHESH PROVINCE,MAHOTTARI,"NEPAL, MADHESH PROVINCE, MAHOTTARI",NPL,22352,NP-JA,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,MADHESH PROVINCE,SARLAHI,"NEPAL, MADHESH PROVINCE, SARLAHI",NPL,22352,NP-JA,NA,2023-04-01,2023-04-30,2023,1,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,MADHESH PROVINCE,RAUTAHAT,"NEPAL, MADHESH PROVINCE, RAUTAHAT",NPL,22352,NP-JA,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,MADHESH PROVINCE,BARA,"NEPAL, MADHESH PROVINCE, BARA",NPL,22352,NP-JA,NA,2023-04-01,2023-04-30,2023,1,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,MADHESH PROVINCE,PARSA,"NEPAL, MADHESH PROVINCE, PARSA",NPL,22352,NP-JA,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,BAGMATI PROVINCE,DOLAKHA,"NEPAL, BAGMATI PROVINCE, DOLAKHA",NPL,22351,NP-BA,NA,2023-04-01,2023-04-30,2023,1,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,BAGMATI PROVINCE,SINDHUPALCHOK,"NEPAL, BAGMATI PROVINCE, SINDHUPALCHOK",NPL,22351,NP-BA,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,BAGMATI PROVINCE,RASUWA,"NEPAL, BAGMATI PROVINCE, RASUWA",NPL,22351,NP-BA,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,BAGMATI PROVINCE,DHADING,"NEPAL, BAGMATI PROVINCE, DHADING",NPL,22351,NP-BA,NA,2023-04-01,2023-04-30,2023,41,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,BAGMATI PROVINCE,NUWAKOT,"NEPAL, BAGMATI PROVINCE, NUWAKOT",NPL,22351,NP-BA,NA,2023-04-01,2023-04-30,2023,2,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,BAGMATI PROVINCE,KATHMANDU,"NEPAL, BAGMATI PROVINCE, KATHMANDU",NPL,22351,NP-BA,NA,2023-04-01,2023-04-30,2023,1,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,BAGMATI PROVINCE,BHAKTAPUR,"NEPAL, BAGMATI PROVINCE, BHAKTAPUR",NPL,22351,NP-BA,NA,2023-04-01,2023-04-30,2023,5,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,BAGMATI PROVINCE,LALITPUR,"NEPAL, BAGMATI PROVINCE, LALITPUR",NPL,22351,NP-BA,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,BAGMATI PROVINCE,KAVREPALANCHOK,"NEPAL, BAGMATI PROVINCE, KAVREPALANCHOK",NPL,22351,NP-BA,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,BAGMATI PROVINCE,RAMECHHAP,"NEPAL, BAGMATI PROVINCE, RAMECHHAP",NPL,22351,NP-BA,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,BAGMATI PROVINCE,SINDHULI,"NEPAL, BAGMATI PROVINCE, SINDHULI",NPL,22351,NP-BA,NA,2023-04-01,2023-04-30,2023,1,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,BAGMATI PROVINCE,MAKWANPUR,"NEPAL, BAGMATI PROVINCE, MAKWANPUR",NPL,22351,NP-BA,NA,2023-04-01,2023-04-30,2023,1,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,BAGMATI PROVINCE,CHITAWAN,"NEPAL, BAGMATI PROVINCE, CHITAWAN",NPL,22351,NP-BA,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,GANDAKI PROVINCE,GORKHA,"NEPAL, GANDAKI PROVINCE, GORKHA",NPL,22363,NP-GA,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,GANDAKI PROVINCE,MANANG,"NEPAL, GANDAKI PROVINCE, MANANG",NPL,22363,NP-GA,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,GANDAKI PROVINCE,MUSTANG,"NEPAL, GANDAKI PROVINCE, MUSTANG",NPL,22363,NP-GA,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,GANDAKI PROVINCE,MYAGDI,"NEPAL, GANDAKI PROVINCE, MYAGDI",NPL,22363,NP-GA,NA,2023-04-01,2023-04-30,2023,6,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,GANDAKI PROVINCE,KASKI,"NEPAL, GANDAKI PROVINCE, KASKI",NPL,22363,NP-GA,NA,2023-04-01,2023-04-30,2023,27,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,GANDAKI PROVINCE,LAMJUNG,"NEPAL, GANDAKI PROVINCE, LAMJUNG",NPL,22363,NP-GA,NA,2023-04-01,2023-04-30,2023,7,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,GANDAKI PROVINCE,TANAHU,"NEPAL, GANDAKI PROVINCE, TANAHU",NPL,22363,NP-GA,NA,2023-04-01,2023-04-30,2023,1,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,GANDAKI PROVINCE,NAWALPARASI EAST,"NEPAL, GANDAKI PROVINCE, NAWALPARASI EAST",NPL,22363,NP-GA,NA,2023-04-01,2023-04-30,2023,2,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,GANDAKI PROVINCE,SYANGJA,"NEPAL, GANDAKI PROVINCE, SYANGJA",NPL,22363,NP-GA,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,GANDAKI PROVINCE,PARBAT,"NEPAL, GANDAKI PROVINCE, PARBAT",NPL,22363,NP-GA,NA,2023-04-01,2023-04-30,2023,2,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,GANDAKI PROVINCE,BAGLUNG,"NEPAL, GANDAKI PROVINCE, BAGLUNG",NPL,22363,NP-GA,NA,2023-04-01,2023-04-30,2023,2,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,LUMBINI PROVINCE,RUKUM EAST,"NEPAL, LUMBINI PROVINCE, RUKUM EAST",NPL,22364,NP-LU,NA,2023-04-01,2023-04-30,2023,1,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,LUMBINI PROVINCE,ROLPA,"NEPAL, LUMBINI PROVINCE, ROLPA",NPL,22364,NP-LU,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,LUMBINI PROVINCE,PYUTHAN,"NEPAL, LUMBINI PROVINCE, PYUTHAN",NPL,22364,NP-LU,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,LUMBINI PROVINCE,GULMI,"NEPAL, LUMBINI PROVINCE, GULMI",NPL,22364,NP-LU,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,LUMBINI PROVINCE,ARGHAKHANCHI,"NEPAL, LUMBINI PROVINCE, ARGHAKHANCHI",NPL,22364,NP-LU,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,LUMBINI PROVINCE,PALPA,"NEPAL, LUMBINI PROVINCE, PALPA",NPL,22364,NP-LU,NA,2023-04-01,2023-04-30,2023,4,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,LUMBINI PROVINCE,NAWALPARASI WEST,"NEPAL, LUMBINI PROVINCE, NAWALPARASI WEST",NPL,22364,NP-LU,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,LUMBINI PROVINCE,RUPANDEHI,"NEPAL, LUMBINI PROVINCE, RUPANDEHI",NPL,22364,NP-LU,NA,2023-04-01,2023-04-30,2023,3,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,LUMBINI PROVINCE,KAPILBASTU,"NEPAL, LUMBINI PROVINCE, KAPILBASTU",NPL,22364,NP-LU,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,LUMBINI PROVINCE,DANG,"NEPAL, LUMBINI PROVINCE, DANG",NPL,22364,NP-LU,NA,2023-04-01,2023-04-30,2023,3,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,LUMBINI PROVINCE,BANKE,"NEPAL, LUMBINI PROVINCE, BANKE",NPL,22364,NP-LU,NA,2023-04-01,2023-04-30,2023,2,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,LUMBINI PROVINCE,BARDIYA,"NEPAL, LUMBINI PROVINCE, BARDIYA",NPL,22364,NP-LU,NA,2023-04-01,2023-04-30,2023,1,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,KARNALI PROVINCE,DOLPA,"NEPAL, KARNALI PROVINCE, DOLPA",NPL,22359,NP-KA,NA,2023-04-01,2023-04-30,2023,3,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,KARNALI PROVINCE,MUGU,"NEPAL, KARNALI PROVINCE, MUGU",NPL,22359,NP-KA,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,KARNALI PROVINCE,HUMLA,"NEPAL, KARNALI PROVINCE, HUMLA",NPL,22359,NP-KA,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,KARNALI PROVINCE,JUMLA,"NEPAL, KARNALI PROVINCE, JUMLA",NPL,22359,NP-KA,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,KARNALI PROVINCE,KALIKOT,"NEPAL, KARNALI PROVINCE, KALIKOT",NPL,22359,NP-KA,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,KARNALI PROVINCE,DAILEKH,"NEPAL, KARNALI PROVINCE, DAILEKH",NPL,22359,NP-KA,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,KARNALI PROVINCE,JAJARKOT,"NEPAL, KARNALI PROVINCE, JAJARKOT",NPL,22359,NP-KA,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,KARNALI PROVINCE,RUKUM WEST,"NEPAL, KARNALI PROVINCE, RUKUM WEST",NPL,22359,NP-KA,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,KARNALI PROVINCE,SALYAN,"NEPAL, KARNALI PROVINCE, SALYAN",NPL,22359,NP-KA,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,KARNALI PROVINCE,SURKHET,"NEPAL, KARNALI PROVINCE, SURKHET",NPL,22359,NP-KA,NA,2023-04-01,2023-04-30,2023,1,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,SUDURPASCHIM PROVINCE,BAJURA,"NEPAL, SUDURPASCHIM PROVINCE, BAJURA",NPL,22357,NP-MA,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,SUDURPASCHIM PROVINCE,BAJHANG,"NEPAL, SUDURPASCHIM PROVINCE, BAJHANG",NPL,22357,NP-MA,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,SUDURPASCHIM PROVINCE,DARCHULA,"NEPAL, SUDURPASCHIM PROVINCE, DARCHULA",NPL,22357,NP-MA,NA,2023-04-01,2023-04-30,2023,15,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,SUDURPASCHIM PROVINCE,BAITADI,"NEPAL, SUDURPASCHIM PROVINCE, BAITADI",NPL,22357,NP-MA,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,SUDURPASCHIM PROVINCE,DADELDHURA,"NEPAL, SUDURPASCHIM PROVINCE, DADELDHURA",NPL,22357,NP-MA,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,SUDURPASCHIM PROVINCE,DOTI,"NEPAL, SUDURPASCHIM PROVINCE, DOTI",NPL,22357,NP-MA,NA,2023-04-01,2023-04-30,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,SUDURPASCHIM PROVINCE,ACHHAM,"NEPAL, SUDURPASCHIM PROVINCE, ACHHAM",NPL,22357,NP-MA,NA,2023-04-01,2023-04-30,2023,2,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,SUDURPASCHIM PROVINCE,KAILALI,"NEPAL, SUDURPASCHIM PROVINCE, KAILALI",NPL,22357,NP-MA,NA,2023-04-01,2023-04-30,2023,2,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,SUDURPASCHIM PROVINCE,KANCHANPUR,"NEPAL, SUDURPASCHIM PROVINCE, KANCHANPUR",NPL,22357,NP-MA,NA,2023-04-01,2023-04-30,2023,7,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,NA,NA,NEPAL,NPL,175,NPL,NA,2023-05-01,2023-05-31,2023,163,Total,Admin0,Month,WHO-ALL-2025-Y01-00,SEARO
NEPAL,KOSHI PROVINCE,TAPLEJUNG,"NEPAL, KOSHI PROVINCE, TAPLEJUNG",NPL,22354,NP-KO,NA,2023-05-01,2023-05-31,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,KOSHI PROVINCE,SANKHUWASABHA,"NEPAL, KOSHI PROVINCE, SANKHUWASABHA",NPL,22354,NP-KO,NA,2023-05-01,2023-05-31,2023,13,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,KOSHI PROVINCE,SOLUKHUMBU,"NEPAL, KOSHI PROVINCE, SOLUKHUMBU",NPL,22354,NP-KO,NA,2023-05-01,2023-05-31,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,KOSHI PROVINCE,OKHALDHUNGA,"NEPAL, KOSHI PROVINCE, OKHALDHUNGA",NPL,22354,NP-KO,NA,2023-05-01,2023-05-31,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,KOSHI PROVINCE,KHOTANG,"NEPAL, KOSHI PROVINCE, KHOTANG",NPL,22354,NP-KO,NA,2023-05-01,2023-05-31,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,KOSHI PROVINCE,BHOJPUR,"NEPAL, KOSHI PROVINCE, BHOJPUR",NPL,22354,NP-KO,NA,2023-05-01,2023-05-31,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,KOSHI PROVINCE,DHANKUTA,"NEPAL, KOSHI PROVINCE, DHANKUTA",NPL,22354,NP-KO,NA,2023-05-01,2023-05-31,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,KOSHI PROVINCE,TERHATHUM,"NEPAL, KOSHI PROVINCE, TERHATHUM",NPL,22354,NP-KO,NA,2023-05-01,2023-05-31,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,KOSHI PROVINCE,PANCHTHAR,"NEPAL, KOSHI PROVINCE, PANCHTHAR",NPL,22354,NP-KO,NA,2023-05-01,2023-05-31,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,KOSHI PROVINCE,ILAM,"NEPAL, KOSHI PROVINCE, ILAM",NPL,22354,NP-KO,NA,2023-05-01,2023-05-31,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,KOSHI PROVINCE,JHAPA,"NEPAL, KOSHI PROVINCE, JHAPA",NPL,22354,NP-KO,NA,2023-05-01,2023-05-31,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,KOSHI PROVINCE,MORANG,"NEPAL, KOSHI PROVINCE, MORANG",NPL,22354,NP-KO,NA,2023-05-01,2023-05-31,2023,1,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,KOSHI PROVINCE,SUNSARI,"NEPAL, KOSHI PROVINCE, SUNSARI",NPL,22354,NP-KO,NA,2023-05-01,2023-05-31,2023,1,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,KOSHI PROVINCE,UDAYAPUR,"NEPAL, KOSHI PROVINCE, UDAYAPUR",NPL,22354,NP-KO,NA,2023-05-01,2023-05-31,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,MADHESH PROVINCE,SAPTARI,"NEPAL, MADHESH PROVINCE, SAPTARI",NPL,22352,NP-JA,NA,2023-05-01,2023-05-31,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,MADHESH PROVINCE,SIRAHA,"NEPAL, MADHESH PROVINCE, SIRAHA",NPL,22352,NP-JA,NA,2023-05-01,2023-05-31,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,MADHESH PROVINCE,DHANUSA,"NEPAL, MADHESH PROVINCE, DHANUSA",NPL,22352,NP-JA,NA,2023-05-01,2023-05-31,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,MADHESH PROVINCE,MAHOTTARI,"NEPAL, MADHESH PROVINCE, MAHOTTARI",NPL,22352,NP-JA,NA,2023-05-01,2023-05-31,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,MADHESH PROVINCE,SARLAHI,"NEPAL, MADHESH PROVINCE, SARLAHI",NPL,22352,NP-JA,NA,2023-05-01,2023-05-31,2023,1,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,MADHESH PROVINCE,RAUTAHAT,"NEPAL, MADHESH PROVINCE, RAUTAHAT",NPL,22352,NP-JA,NA,2023-05-01,2023-05-31,2023,1,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,MADHESH PROVINCE,BARA,"NEPAL, MADHESH PROVINCE, BARA",NPL,22352,NP-JA,NA,2023-05-01,2023-05-31,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,MADHESH PROVINCE,PARSA,"NEPAL, MADHESH PROVINCE, PARSA",NPL,22352,NP-JA,NA,2023-05-01,2023-05-31,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,BAGMATI PROVINCE,DOLAKHA,"NEPAL, BAGMATI PROVINCE, DOLAKHA",NPL,22351,NP-BA,NA,2023-05-01,2023-05-31,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,BAGMATI PROVINCE,SINDHUPALCHOK,"NEPAL, BAGMATI PROVINCE, SINDHUPALCHOK",NPL,22351,NP-BA,NA,2023-05-01,2023-05-31,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,BAGMATI PROVINCE,RASUWA,"NEPAL, BAGMATI PROVINCE, RASUWA",NPL,22351,NP-BA,NA,2023-05-01,2023-05-31,2023,1,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,BAGMATI PROVINCE,DHADING,"NEPAL, BAGMATI PROVINCE, DHADING",NPL,22351,NP-BA,NA,2023-05-01,2023-05-31,2023,18,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,BAGMATI PROVINCE,NUWAKOT,"NEPAL, BAGMATI PROVINCE, NUWAKOT",NPL,22351,NP-BA,NA,2023-05-01,2023-05-31,2023,2,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,BAGMATI PROVINCE,KATHMANDU,"NEPAL, BAGMATI PROVINCE, KATHMANDU",NPL,22351,NP-BA,NA,2023-05-01,2023-05-31,2023,2,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,BAGMATI PROVINCE,BHAKTAPUR,"NEPAL, BAGMATI PROVINCE, BHAKTAPUR",NPL,22351,NP-BA,NA,2023-05-01,2023-05-31,2023,2,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,BAGMATI PROVINCE,LALITPUR,"NEPAL, BAGMATI PROVINCE, LALITPUR",NPL,22351,NP-BA,NA,2023-05-01,2023-05-31,2023,2,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,BAGMATI PROVINCE,KAVREPALANCHOK,"NEPAL, BAGMATI PROVINCE, KAVREPALANCHOK",NPL,22351,NP-BA,NA,2023-05-01,2023-05-31,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,BAGMATI PROVINCE,RAMECHHAP,"NEPAL, BAGMATI PROVINCE, RAMECHHAP",NPL,22351,NP-BA,NA,2023-05-01,2023-05-31,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,BAGMATI PROVINCE,SINDHULI,"NEPAL, BAGMATI PROVINCE, SINDHULI",NPL,22351,NP-BA,NA,2023-05-01,2023-05-31,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,BAGMATI PROVINCE,MAKWANPUR,"NEPAL, BAGMATI PROVINCE, MAKWANPUR",NPL,22351,NP-BA,NA,2023-05-01,2023-05-31,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,BAGMATI PROVINCE,CHITAWAN,"NEPAL, BAGMATI PROVINCE, CHITAWAN",NPL,22351,NP-BA,NA,2023-05-01,2023-05-31,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,GANDAKI PROVINCE,GORKHA,"NEPAL, GANDAKI PROVINCE, GORKHA",NPL,22363,NP-GA,NA,2023-05-01,2023-05-31,2023,2,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,GANDAKI PROVINCE,MANANG,"NEPAL, GANDAKI PROVINCE, MANANG",NPL,22363,NP-GA,NA,2023-05-01,2023-05-31,2023,1,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,GANDAKI PROVINCE,MUSTANG,"NEPAL, GANDAKI PROVINCE, MUSTANG",NPL,22363,NP-GA,NA,2023-05-01,2023-05-31,2023,0,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,GANDAKI PROVINCE,MYAGDI,"NEPAL, GANDAKI PROVINCE, MYAGDI",NPL,22363,NP-GA,NA,2023-05-01,2023-05-31,2023,6,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,GANDAKI PROVINCE,KASKI,"NEPAL, GANDAKI PROVINCE, KASKI",NPL,22363,NP-GA,NA,2023-05-01,2023-05-31,2023,35,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
NEPAL,GANDAKI PROVINCE,LAMJUNG,"NEPAL, GANDAKI PROVINCE, LAMJUNG",NPL,22363,NP-GA,NA,2023-05-01,2023-05-31,2023,15,Total,Admin2,Month,MOH-NPL-2023-Y04-01,SEARO
